Date,Headline,Source,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Impact_Level,Related_Company,News_Url,Impact_Level_Numeric,Sentiment_Numeric,Sector_Aerospace & Defense,Sector_Agriculture,Sector_Automotive,Sector_Construction,Sector_Consumer Goods,Sector_Energy,Sector_Finance,Sector_Healthcare,Sector_Industrials,Sector_Materials,Sector_Media & Entertainment,Sector_Pharmaceuticals,Sector_Real Estate,Sector_Retail,Sector_Technology,Sector_Telecommunications,Sector_Transportation,Sector_Utilities,Market_Event_Bond Market Fluctuation,Market_Event_Central Bank Meeting,Market_Event_Commodity Price Shock,Market_Event_Consumer Confidence Report,Market_Event_Corporate Earnings Report,Market_Event_Cryptocurrency Regulation,Market_Event_Currency Devaluation,Market_Event_Economic Data Release,Market_Event_Geopolitical Event,Market_Event_Government Policy Announcement,Market_Event_IPO Launch,Market_Event_Inflation Data Release,Market_Event_Interest Rate Change,Market_Event_Major Merger/Acquisition,Market_Event_Market Rally,Market_Event_Regulatory Changes,Market_Event_Stock Market Crash,Market_Event_Supply Chain Disruption,Market_Event_Trade Tariffs Announcement,Market_Event_Unemployment Rate Announcement
2025-03-06,ASX 200 gains on strong export performance,Investopedia,S&P/TSX Composite,4.81,470.72,Negative,Medium,Goldman Sachs,https://www.marketwatch.com/story/consumer-goods-report,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Investopedia,Nasdaq Composite,-3.52,359.1,Neutral,Low,Goldman Sachs,https://www.moneycontrol.com/us-markets/dow-jones-industrial,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28,New IPO for a popular software firm is oversubscribed,Financial Times,CAC 40,-3.79,417.49,Positive,Low,Reliance Industries,https://www.bloomberg.com/australia/asx-200-performance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-04-06,"Global trade talks collapse, causing market turmoil",CNBC,S&P/TSX Composite,-1.52,11.41,Positive,High,Microsoft,https://www.bloomberg.com/australia/asx-200-performance,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-02-25,Merger talks between two banks fall through,Business Standard,Russell 2000,3.28,189.24,Negative,Low,Reliance Industries,https://www.theeconomist.com/finance-and-economics/trade-tariffs,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-05-01,Government policy shift boosts renewable energy sector,Forbes,DAX,-3.03,452.82,Negative,Medium,Goldman Sachs,https://economictimes.indiatimes.com/news/transportation,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-12,Market braces for a major policy announcement from the EU,Bloomberg,Nikkei 225,0.41,452.95,Neutral,Medium,Samsung Electronics,https://www.wsj.com/japan/economic-data-release,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-19,Utilities sector remains stable during market fluctuations,Forbes,S&P/TSX Composite,0.74,390.61,Neutral,Low,Samsung Electronics,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-10,Government policy shift boosts renewable energy sector,CNBC,Shanghai Composite,2.82,247.95,Positive,Medium,Reliance Industries,https://www.moneycontrol.com/us-markets/nasdaq-composite,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-26,Financial sector bracing for new capital requirements,Yahoo Finance,S&P 500,-0.78,379.27,Negative,Medium,Samsung Electronics,https://www.forbes.com/finance/geopolitical-event-impact,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-07-04,Automotive industry faces headwinds from rising material costs,Mint,S&P 500,-1.66,373.14,Positive,High,Apple Inc.,https://www.wsj.com/japan/economic-data-release,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-27,Market sentiment turns positive on vaccine trial results,Wall Street Journal,TSX,0.06,305.74,Neutral,Low,Reliance Industries,Missing News URL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,Real Estate sector shows signs of overheating as interest rates fall,The Motley Fool,Euro Stoxx 50,2.56,32.32,Neutral,High,Reliance Industries,https://timesofindia.indiatimes.com/business/agriculture-sector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09,Retail sales report surpasses all forecasts,Barron's,S&P 500,-0.25,278.28,Positive,Low,Reliance Industries,https://www.marketwatch.com/story/commodities-price-shock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-17,Gold prices surge as investors flee riskier assets,Barron's,IBOVESPA,2.24,369.48,Negative,High,Apple Inc.,https://www.ft.com/content/consumer-confidence-report,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-03-31,Government subsidy program gives a lift to the agriculture sector,Reuters,S&P/TSX Composite,4.47,258.63,Neutral,High,Samsung Electronics,https://www.ft.com/content/currency-devaluation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-11,China's Shanghai Composite falls after new trade restrictions,Economic Times,Russell 2000,-3.89,60.95,Negative,Medium,Samsung Electronics,https://www.business-standard.com/international-business/trade-policy,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-03-15,Unexpected rise in unemployment fuels market pessimism,Seeking Alpha,Dow Jones,-2.09,265.8,Positive,Medium,Reliance Industries,https://www.business-standard.com/economy/economic-stimulus,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-17,Federal Reserve Chairman's speech causes market volatility,Seeking Alpha,Hang Seng,-4.92,223.28,Neutral,High,Tata Motors,Missing News URL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-04-13,A massive data breach sends a tech company's stock tumbling,Investopedia,S&P/TSX Composite,-1.65,109.53,Positive,Low,Goldman Sachs,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-06,UK's FTSE 100 sees a boost from favorable trade data,Business Standard,FTSE 100,4.05,345.86,Neutral,Low,Reliance Industries,https://economictimes.indiatimes.com/news/economy/unemployment-rate,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-06-18,New regulations on cryptocurrencies cause a market dip,Wall Street Journal,DAX,0.4,294.48,Negative,High,Apple Inc.,https://www.wsj.com/china/market-rally,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-16,Real Estate sector shows signs of overheating as interest rates fall,Economic Times,DAX,1.04,432.73,Positive,Medium,Apple Inc.,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-06-19,Banking stocks dip after a major scandal is revealed,Forbes,Nasdaq Composite,3.9,421.0,Neutral,High,Samsung Electronics,https://www.ft.com/content/media-entertainment-merger,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-05-23,Unexpected rise in unemployment fuels market pessimism,Forbes,S&P/TSX Composite,-0.67,86.61,Neutral,Low,Tesla,https://www.cnbc.com/2025/10/real-estate-market-analysis,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,Supply chain issues impact manufacturing sector earnings,Times of India,CAC 40,-0.85,358.72,Positive,Medium,Goldman Sachs,https://www.wsj.com/china/market-rally,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-02-11,New housing data release shows a slowdown in market activity,The Hindu Business Line,KOSPI,1.16,150.6,Neutral,Low,Reliance Industries,https://www.business-standard.com/economy/economic-stimulus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-07,ASX 200 gains on strong export performance,The Economist,ASX 200,-4.96,229.53,Neutral,Low,Samsung Electronics,https://www.ft.com/content/tech-sector-innovation,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-07-24,Financial services stocks rally on strong profit margins,Barron's,Hang Seng,2.07,296.72,Positive,High,Reliance Industries,https://www.ft.com/content/geopolitical-summit,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-31,Pharmaceutical company's drug approval drives stock upward,CNBC,Dow Jones,1.41,40.88,Neutral,High,JP Morgan Chase,https://www.wsj.com/china/market-regulation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-05-31,Utilities sector remains stable during market fluctuations,Yahoo Finance,Nikkei 225,-1.7,138.64,Neutral,High,Microsoft,https://www.ft.com/content/consumer-confidence-report,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13,Central bank maintains status quo on interest rates,The Motley Fool,Dow Jones,-3.73,293.92,Positive,Medium,Reliance Industries,https://www.marketwatch.com/story/consumer-goods-report,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-08-03,Media and Entertainment companies report a surge in streaming revenue,MarketWatch,BSE Sensex,-4.81,171.27,Negative,Low,Samsung Electronics,https://www.forbes.com/crypto/cryptocurrency-regulation,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-10,Government policy shift boosts renewable energy sector,Barron's,NSE Nifty,-1.91,150.1,Negative,Medium,JP Morgan Chase,https://economictimes.indiatimes.com/news/economy/unemployment-rate,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-07-06,Major oil spill sends energy stocks plummeting,Forbes,NSE Nifty,-0.27,51.75,Positive,Medium,Tesla,https://www.marketwatch.com/story/commodities-price-shock,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-07,Semiconductor shortages weigh heavily on tech sector profits,The Hindu Business Line,Russell 2000,-2.19,240.62,Neutral,High,Apple Inc.,https://www.marketwatch.com/story/commodities-price-shock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-29,Energy company's dividend hike excites shareholders,Investopedia,Euro Stoxx 50,-2.38,159.1,Negative,High,Tata Motors,https://www.business-standard.com/international-business/trade-policy,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-06-26,China's Shanghai Composite falls after new trade restrictions,Yahoo Finance,Russell 2000,-4.16,94.97,Positive,High,Boeing,https://www.wsj.com/japan/economic-data-release,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-05-17,Gold prices surge as investors flee riskier assets,The Motley Fool,KOSPI,-1.45,217.08,Neutral,Medium,JP Morgan Chase,https://www.bloomberg.com/australia/asx-200-performance,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-03,Federal Reserve Chairman's speech causes market volatility,Economic Times,Shanghai Composite,2.24,339.04,Negative,Medium,Goldman Sachs,https://www.forbes.com/crypto/cryptocurrency-regulation,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-07,Automotive industry faces headwinds from rising material costs,Seeking Alpha,NSE Nifty,1.02,461.17,Neutral,High,Reliance Industries,https://www.reuters.com/business/retail-sector-earnings,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-03-26,Semiconductor shortages weigh heavily on tech sector profits,Bloomberg,BSE Sensex,-2.72,255.15,Positive,Low,Reliance Industries,https://www.business-standard.com/economy/trade-disputes-impact,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-14,Healthcare stocks gain on robust demand and strong outlook,Barron's,NSE Nifty,-0.78,281.69,Neutral,Medium,ExxonMobil,https://www.bloomberg.com/asia/telecommunications-news,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-22,Quarterly report shows surprising losses for retail giants,Barron's,CAC 40,-1.02,493.12,Neutral,Low,Tata Motors,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-03-31,Automotive industry faces headwinds from rising material costs,Mint,DAX,2.21,57.88,Negative,Low,ExxonMobil,https://www.cnbc.com/2025/10/real-estate-market-analysis,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-27,Major oil spill sends energy stocks plummeting,Investopedia,Euro Stoxx 50,-4.73,436.03,Positive,Low,ExxonMobil,https://www.reuters.com/business/energy/oil-market-update,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-10,Media and Entertainment companies report a surge in streaming revenue,CNBC,Dow Jones,0.66,284.53,Negative,Low,Goldman Sachs,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-26,Real Estate sector shows signs of overheating as interest rates fall,CNBC,TSX,2.31,21.81,Negative,High,Tata Motors,https://www.forbes.com/crypto/cryptocurrency-regulation,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-27,Government subsidy program gives a lift to the agriculture sector,The Economist,KOSPI,-2.58,70.41,Negative,Low,Tata Motors,https://www.moneycontrol.com/us-markets/dow-jones-industrial,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-11,Manufacturing PMI data signals economic expansion,Reuters,Euro Stoxx 50,2.32,75.6,Neutral,Low,ExxonMobil,https://www.business-standard.com/economy/economic-stimulus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-06,UK's FTSE 100 sees a boost from favorable trade data,Mint,S&P/TSX Composite,4.95,103.7,Negative,High,ExxonMobil,https://www.bloomberg.com/asia/policy/central-bank-meeting,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-07-14,Government policy shift boosts renewable energy sector,Yahoo Finance,Hang Seng,-1.8,494.61,Positive,Medium,Microsoft,https://www.ft.com/content/geopolitical-summit,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-03-13,Mining company stock surges on commodity price boom,Forbes,DAX,-0.92,44.19,Neutral,High,ExxonMobil,Missing News URL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-04-16,Utilities sector remains stable during market fluctuations,Yahoo Finance,IBOVESPA,4.02,58.69,Neutral,Low,Boeing,https://economictimes.indiatimes.com/news/transportation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,Energy company's dividend hike excites shareholders,Mint,Shanghai Composite,-4.22,359.24,Neutral,Medium,Samsung Electronics,https://www.moneycontrol.com/us-markets/dow-jones-industrial,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-08,Massive stock buyback program announced by a consumer goods company,Seeking Alpha,S&P/TSX Composite,-4.43,55.81,Neutral,Low,Apple Inc.,https://www.business-standard.com/economy/inflation-data,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-07-25,Media and Entertainment companies report a surge in streaming revenue,The Economist,ASX 200,-1.99,264.56,Positive,Low,Microsoft,https://www.marketwatch.com/story/consumer-goods-report,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-22,Central Bank Governor signals potential shift in policy,The Economist,FTSE 100,0.44,118.52,Negative,Low,ExxonMobil,https://economictimes.indiatimes.com/industry/industrials,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-24,Utilities sector remains stable during market fluctuations,Investopedia,FTSE 100,0.31,51.79,Neutral,High,Boeing,https://www.wsj.com/japan/economic-data-release,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-22,A massive data breach sends a tech company's stock tumbling,Yahoo Finance,Nasdaq Composite,1.41,141.37,Positive,Medium,Boeing,https://economictimes.indiatimes.com/news/transportation,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-06-01,New housing data release shows a slowdown in market activity,Yahoo Finance,Euro Stoxx 50,-1.74,310.89,Positive,Medium,Tata Motors,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-20,Gold prices surge as investors flee riskier assets,Financial Times,S&P 500,1.21,384.75,Negative,Medium,Apple Inc.,https://www.forbes.com/crypto/cryptocurrency-regulation,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-07-17,Media and Entertainment companies report a surge in streaming revenue,Times of India,NSE Nifty,-2.3,351.67,Negative,High,Tata Motors,https://www.investopedia.com/articles/government-policy-announcement,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-03,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,TSX,-1.29,166.51,Neutral,Medium,Goldman Sachs,https://economictimes.indiatimes.com/news/economy/unemployment-rate,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-08-14,Major oil spill sends energy stocks plummeting,Seeking Alpha,Shanghai Composite,3.43,472.48,Negative,High,JP Morgan Chase,https://www.business-standard.com/economy/inflation-data,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-04-20,UK's FTSE 100 sees a boost from favorable trade data,Forbes,S&P 500,4.61,88.14,Positive,High,Tata Motors,Missing News URL,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-19,Central Bank's dovish tone hints at future rate cuts,The Hindu Business Line,IBOVESPA,-3.01,346.08,Negative,Medium,Tata Motors,https://www.reuters.com/business/retail-sector-earnings,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-02,"Global trade talks collapse, causing market turmoil",Financial Times,S&P/TSX Composite,3.02,80.15,Negative,Low,Tata Motors,https://www.reuters.com/markets/stocks/tech-rally,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-17,Banking stocks dip after a major scandal is revealed,MarketWatch,ASX 200,-4.57,169.79,Negative,High,JP Morgan Chase,Missing News URL,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-05-31,Manufacturing PMI data signals economic expansion,Forbes,IBOVESPA,-0.17,392.52,Positive,Medium,ExxonMobil,https://www.business-standard.com/economy/trade-disputes-impact,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-03-13,Government policy shift boosts renewable energy sector,Seeking Alpha,NSE Nifty,0.5,164.6,Positive,Low,Tesla,https://www.bloomberg.com/asia/telecommunications-news,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-28,Retail sales report surpasses all forecasts,Financial Times,NSE Nifty,4.09,272.7,Negative,Low,Tesla,https://www.cnbc.com/2025/10/real-estate-market-analysis,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-08-13,Pharmaceutical company's drug approval drives stock upward,The Motley Fool,Nikkei 225,-3.77,145.61,Neutral,Low,Apple Inc.,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-03,Market sentiment turns positive on vaccine trial results,Mint,CAC 40,-1.34,81.39,Neutral,Low,Tata Motors,https://www.business-standard.com/international-business/trade-policy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-07-07,Government policy shift boosts renewable energy sector,Forbes,IBOVESPA,3.76,241.26,Negative,Low,Microsoft,https://www.cnbc.com/2025/10/real-estate-market-analysis,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-16,Bond yields tumble as investors seek safe havens,The Hindu Business Line,S&P 500,0.03,156.2,Positive,High,Tesla,https://www.cnbc.com/2025/11/major-merger-deal-approved,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-03,"Global trade talks collapse, causing market turmoil",Times of India,Euro Stoxx 50,3.86,78.26,Negative,High,Tata Motors,https://www.ft.com/content/geopolitical-summit,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-04,Tech Giant's New Product Launch Sparks Sector-Wide Gains,The Economist,Hang Seng,3.47,333.34,Positive,Low,Goldman Sachs,https://economictimes.indiatimes.com/industry/industrials,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-12,Unexpected rise in unemployment fuels market pessimism,MarketWatch,NSE Nifty,-0.64,121.63,Neutral,High,Samsung Electronics,https://www.bloomberg.com/asia/policy/central-bank-meeting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,Massive stock buyback program announced by a consumer goods company,Mint,DAX,1.96,57.4,Neutral,High,JP Morgan Chase,https://www.moneycontrol.com/us-markets/nasdaq-composite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
